SCF ID,Core VCF Category,Core VCF Category Description,Correlated Baseline Technical Controls,DORA RTS on ICT Risk Management Reference
TPM-03.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-03.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TPM-03.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 8."
TPM-03.4,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TPM-04,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-04.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 1. (c)"
TPM-04.2,Isolation and Multitenancy,"Multitenancy is supported through vSphere’s ability to run each virtual machine (VM) in an isolated environment, preventing interference and ensuring data separation, which is foundational for hosting different tenants. Beyond the hypervisor, VCF enhances multitenancy with tools like vRealize Automation and vCloud Director, which enable the creation of separate management domains, policy-based access controls, and resource allocation per tenant. Additionally, vSphere Namespaces, part of vSphere with Tanzu, allow for fine-grained isolation of resources for containerized workloads.

Isolation inside the hypervisor is a key strength of VCF, driven by vSphere’s design to segregate VMs at the hardware level, with dedicated virtual CPU, memory, and storage for each. Network and storage isolation are further reinforced through virtual switches, port groups, and storage policies, ensuring that tenants’ traffic and data remain distinct. This isolation is critical for security in multitenant environments, and vSphere’s NIAP (National Information Assurance Partnership) certification validates its compliance with stringent security standards, such as those required for government use. While the certification specifically applies to vSphere, it underpins the hypervisor-level security that VCF relies on, offering assurance that tenant isolation is robust and trustworthy.",Not Applicable,
TPM-04.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TPM-04.4,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-05,Supply Chain,"As an organization, and to the extent applicable for on-premises VMware Cloud Foundation implementations, Broadcom supports customer supply chain and procurement security processes.",Not Applicable,"Article 16, 1. (b) (ii)"
TPM-05.1,Supply Chain,"As an organization, and to the extent applicable for on-premises VMware Cloud Foundation implementations, Broadcom supports customer supply chain and procurement security processes.",Not Applicable,
TPM-05.2,Supply Chain,"As an organization, and to the extent applicable for on-premises VMware Cloud Foundation implementations, Broadcom supports customer supply chain and procurement security processes.",Not Applicable,
TPM-05.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-05.4,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-05.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-05.6,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-05.7,Supply Chain,"As an organization, and to the extent applicable for on-premises VMware Cloud Foundation implementations, Broadcom supports customer supply chain and procurement security processes.",Not Applicable,
TPM-05.8,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TPM-06,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-07,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,"Article 14, 1. (b)"
TPM-08,Supply Chain,"As an organization, and to the extent applicable for on-premises VMware Cloud Foundation implementations, Broadcom supports customer supply chain and procurement security processes.",Not Applicable,
TPM-09,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-10,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-11,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
THR-01,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
THR-02,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-03,System Lifecycle and Patching,VMware Cloud Foundation (VCF) provides integrated lifecycle management tools for infrastructure updates and patch deployment with zero-downtime maintenance capabilities through the Distributed Resource Scheduler (DRS). The platform includes built-in alerts for security vulnerabilities and available updates. Broadcom maintains a security advisory system through web publications and email notifications to inform customers of security updates and patches.,Not Applicable,
THR-03.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-04,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
THR-06,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
THR-06.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
THR-07,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-08,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-09,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-10,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
THR-11,Not Supported,Activity contains an aspect that is not supported directly on the platform. Compensating controls may exist to handle this case.,,
VPM-01,System Lifecycle and Patching,VMware Cloud Foundation (VCF) provides integrated lifecycle management tools for infrastructure updates and patch deployment with zero-downtime maintenance capabilities through the Distributed Resource Scheduler (DRS). The platform includes built-in alerts for security vulnerabilities and available updates. Broadcom maintains a security advisory system through web publications and email notifications to inform customers of security updates and patches.,Not Applicable,Article 10
VPM-01.1,Architecture Documentation,"The VMware Aria Operations suite provides network topology mapping and infrastructure visualization tools to support architectural documentation and deployment planning. These built-in capabilities enable teams to diagram infrastructure and workload relationships and document implementations across the VMware Cloud Foundation (VCF) environment. This includes diagramming live system data flows using Aria Operations for Networks.

VCF includes documentation of network ports and protocols used by the products at ports.broadcom.com.",Not Applicable,
VPM-02,System Lifecycle and Patching,VMware Cloud Foundation (VCF) provides integrated lifecycle management tools for infrastructure updates and patch deployment with zero-downtime maintenance capabilities through the Distributed Resource Scheduler (DRS). The platform includes built-in alerts for security vulnerabilities and available updates. Broadcom maintains a security advisory system through web publications and email notifications to inform customers of security updates and patches.,Not Applicable,"Article 10(2)(g)
Article 10(2)(h)
Article 10(2) Paragraph 1
Article 10(4)(d)"
