SCG ID,"Secure Controls
Framework ID",DISA STIG ID,PCI DSS 4.0.1 ID,"Component
Name",Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,"Implementation
Priority",Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
esx-9.vmk-vmotion,"CRY-03
NET-06",VCFE-9X-000152,1.4.2,ESX,9.0.0,Base,The ESX host must protect the confidentiality and integrity of transmitted vMotion traffic.,"vMotion and Storage vMotion copy virtual machine memory and storage data, respectively, across the network. Ensuring that the data is encrypted in transit ensures confidentiality. Isolation to a dedicated network segment with appropriate perimeter controls can add defense-in-depth and also allow for network traffic management.

Like all other forms of encryption, vMotion encryption does introduce performance loss, but that performance change is on the background vMotion process and does not impact the operation of the virtual machine.",See discussion.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,"Get-VMHostNetworkAdapter -VMHost $ESX -VMKernel | Select VMHost,Name,IP,VMotionEnabled",Get-VMHostNetworkAdapter -VMHost $ESX -Name $vmkernel_interface | Set-VMHostNetworkAdapter -VMotionEnabled $false
fleet-9.log-forwarding,MON-02,VCFA-9X-000365,"10.2.1
10.3.3",Operations,9.0.0,Fleet Management,Component must securely forward system and audit logs to a remote log collection point.,"By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a unified, long-term audit record.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
guest-9.tools-add-feature,"CFG-03
CHG-01",N/A,2.2.6,ESX,9.0.0,VMware Tools,The guest OS must limit the automatic addition of VMware Tools features.,"VMware Tools automatic upgrade processes can add or remove features from the VMware Tools installation, which can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.",Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,P0,autoupgrade allow-add-feature,true,false,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-add-feature,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-add-feature false
guest-9.tools-allow-transforms,"CFG-03
CHG-01",N/A,2.2.6,ESX,9.0.0,VMware Tools,The guest OS must limit the use of MSI transforms when reconfiguring VMware Tools.,MSI transforms allow the installation database on Microsoft Windows guest OSes to be changed. This can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,P2,autoupgrade allow-msi-transforms,false,false,YES,Audit,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-msi-transforms,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-msi-transforms false
guest-9.tools-deactivate-appinfo,"CFG-03
PRI-05",N/A,1.4.5,ESX,9.0.0,VMware Tools,The guest OS must deactivate Appinfo information gathering unless required.,Appinfo is a method to do application discovery through VMware Tools. If you are not using this tool deactivate the module to reduce attack surface.,Products and services within the VMware ecosystem may require this functionality.,P0,appinfo disabled,false,true,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get appinfo disabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set appinfo disabled true
guest-9.tools-deactivate-containerinfo,"CFG-03
PRI-05",N/A,1.4.5,ESX,9.0.0,VMware Tools,The guest OS must deactivate ContainerInfo unless required.,The VMware Tools ContainerInfo plugin for Linux gathers the list of running containers inside a Linux guest operating system.,Products and services within the VMware ecosystem may require this functionality.,P0,containerinfo poll-interval,21600,0,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get containerinfo poll-interval,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set containerinfo poll-interval 0
guest-9.tools-deactivate-guestoperations,"CFG-03
CHG-01",N/A,1.4.5,ESX,9.0.0,VMware Tools,The guest OS must deactivate Guest Operations unless required.,"Guest Operations are a set of functions that underpin most host-to-guest interaction. Deactivating them reduces attack surface but also drastically reduces functionality. Ensure that your environment does not require these functions. Do not do this on template VMs. For a list of functions see:

https://vdc-download.vmware.com/vmwb-repository/dcr-public/fe08899f-1eec-4d8d-b3bc-a6664c168c2c/7fdf97a1-4c0d-4be0-9d43-2ceebbc174d9/doc/vim.vm.guest.GuestOperationsManager.html","Products and services within the VMware ecosystem may require this functionality. In particular, VMware Live Recovery requires this functionality to be enabled in order to reconfigure VMs during a failover.",Advanced,guestoperations disabled,false,true,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get guestoperations disabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set guestoperations disabled true
guest-9.tools-deactivate-gueststoreupgrade,"CFG-03
CHG-01",N/A,2.2.4,ESX,9.0.0,VMware Tools,The guest OS must deactivate Guest Store Upgrade operations unless required.,The GuestStore feature provides a simple and flexible mechanism to distribute VMware specific or custom content from a GuestStore repository to multiple guests simultaneously. If you are not using this feature disable the plugin to reduce attack surface.,Products and services within the VMware ecosystem may require this functionality.,P0,gueststoreupgrade policy,manual,off,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get gueststoreupgrade policy,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set gueststoreupgrade policy off
guest-9.tools-deactivate-servicediscovery,"CFG-03
PRI-05",N/A,1.4.5,ESX,9.0.0,VMware Tools,The guest OS must deactivate Service Discovery unless required.,The VMware Tools Service Discovery plugin connects to VCF Operations and provides additional data to that product about guests and workloads. If you are not using this feature disable the plugin to reduce attack surface.,Products and services within the VMware ecosystem may require this functionality.,P0,servicediscovery disabled,false,true,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get servicediscovery disabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set servicediscovery disabled true
guest-9.tools-globalconf,"CFG-03
CHG-01",N/A,2.2.6,ESX,9.0.0,VMware Tools,The guest OS must deactivate GlobalConf unless required.,The GlobalConf feature of VMware Tools provides an ability to push tools.conf configurations to virtual machines.,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,P2,globalconf enabled,false,false,YES,Audit,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get globalconf enabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set globalconf enabled false
guest-9.tools-log-forwarding,MON-02,N/A,"10.2.1
10.3.3",ESX,9.0.0,VMware Tools,The guest OS must send VMware Tools logs to the system log service.,"By default, VMware Tools sends logs to a file on disk. By setting this parameter it will send them to syslog on Linux guests and the Windows Event Service on Microsoft Windows guests, wherein they can be monitored, managed, and archived centrally.",Processes that rely on these files being in a default location will need to be updated.,P0,logging vmsvc.handler,file,syslog,NO,Modify,tools.conf,"C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging vmsvc.handler
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging toolboxcmd.handler
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging vgauthsvc.handler
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging vmtoolsd.handler","C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vmsvc.handler syslog
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging toolboxcmd.handler syslog
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vgauthsvc.handler syslog
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vmtoolsd.handler syslog"
guest-9.tools-logs,MON-03,N/A,10.2.1,ESX,9.0.0,VMware Tools,The guest OS must enable VMware Tools logging.,"Ensure that VMware Tools is logging information as appropriate. Logging in VMware Tools is very customizable, please see the examples in https://github.com/vmware/open-vm-tools/blob/master/open-vm-tools/tools.conf",None.,P2,logging log,true,true,YES,Audit,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging log,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging log true
guest-9.tools-prevent-recustomization,"DCH-06
CFG-03",N/A,2.2.6,ESX,9.0.0,VMware Tools,The guest OS on deployed and customized virtual machines must prevent being recustomized.,"The VM deployment process offers many options for vSphere Admins to customize VMs, using scripts and running commands. This can also be an avenue for an adversary to gain access to data inside a VM, by cloning & recustomizing. Once a VM is deployed it should be prevented from being customized again (if you change your mind you can always revert it). Do not do this on template VMs.","Once set, VMs will not be able to be customized when they are cloned. Do not set this on template VMs.

This may impact disaster recovery processes that change IP addresses, through VMware Live Recovery or VMware Cloud Disaster Recovery. For more information see: 

https://docs.vmware.com/en/VMware-Cloud-Disaster-Recovery/services/vmware-cloud-disaster-recovery/GUID-94202BE7-FEAF-4E35-8B55-15F6B3798309.html",P0,deployPkg enable-customization,true,false,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get deployPkg enable-customization,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set deployPkg enable-customization false
guest-9.tools-remove-feature,"CFG-03
CHG-01",N/A,2.2.6,ESX,9.0.0,VMware Tools,The guest OS must limit the automatic removal of VMware Tools features.,"VMware Tools automatic upgrade processes can add or remove features from the VMware Tools installation, which can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.",Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,P0,autoupgrade allow-remove-feature,true,false,NO,Modify,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-remove-feature,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-remove-feature false
guest-9.tools-updates,VPM-05,N/A,6.3.3,ESX,9.0.0,VMware Tools,The guest OS must ensure that VMware Tools are updated.,"VMware Tools are an important part of the VMware ecosystem, enabling guest OSes to be shut down gracefully, managed throughout their lifecycle, providing drivers for paravirtualized devices, and helping to deploy and customize VMs from templates. Like all other software the VMware Tools need to be managed and updated. Ensure that you are running a supported version for your guest OS, whether it is delivered as part of the Linux distribution or installed by you for Microsoft Windows.",None.,P0,N/A,N/A,N/A,NO,Audit,VM Status,"Get-VM -Name $VM | Select-Object -Property Name,@{Name='ToolsVersion';Expression={$_.Guest.ToolsVersion}}","Site-Specific. Multiple ways to update VMware Tools. Drivers for vmxnet3 and pvscsi are also available via Windows Update, please ensure you are importing them into tools such as WSUS."
guest-9.tools-upgrade,VPM-05,N/A,2.2.6,ESX,9.0.0,VMware Tools,The guest OS must configure automatic VMware Tools upgrades as appropriate for the environment.,"VMware Tools updates can be initiated by vSphere, which can be helpful for maintaining current VMware Tools versions. If VMware Tools is being managed and updated in other ways this functionality should be deactivated. This baseline suggests leaving automatic updates enabled.",Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,P0,autoupgrade allow-upgrade,true,true,YES,Audit,tools.conf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-upgrade,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-upgrade true
installer-9.security,CFG-03,N/A,2.2.4,Installer,9.0.0,Base,"Remove or power off the VCF Installer appliance once deployment is finished, if it has not assumed the role of SDDC Manager in  your deployment.","Once deployment is done and the VCF Installer is no longer needed, remove or power it off to reduce attack surface and audit scope.

If the VCF Installer was deployed to an ESX host it will be converted into the SDDC Manager component. In this case you should not remove it.",None.,P0,N/A,Configured,Either removed or confirmed that it has been converted to the SDDC Manager.,NO,Modify,N/A,N/A,N/A
